nmkab,date,mean
LHOKSEUMAWE,2026-04-18,
BANDA ACEH,2026-04-18,
NAGAN RAYA,2026-04-18,
ACEH TAMIANG,2026-04-18,
BENER MERIAH,2026-04-18,
ACEH JAYA,2026-04-18,
ACEH UTARA,2026-04-18,
BIREUEN,2026-04-18,
GAYO LUES,2026-04-18,
ACEH BARAT DAYA,2026-04-18,
ACEH BESAR,2026-04-18,
ACEH BARAT,2026-04-18,
PIDIE,2026-04-18,0.5506980161645848
ACEH TENGGARA,2026-04-18,
ACEH SELATAN,2026-04-18,
ACEH TENGAH,2026-04-18,
ACEH TIMUR,2026-04-18,
ACEH SINGKIL,2026-04-18,
SIMEULUE,2026-04-18,
PIDIE JAYA,2026-04-18,
LANGSA,2026-04-18,
SABANG,2026-04-18,
SUBULUSSALAM,2026-04-18,
LHOKSEUMAWE,2026-04-18,
BANDA ACEH,2026-04-18,
NAGAN RAYA,2026-04-18,
ACEH TAMIANG,2026-04-18,
BENER MERIAH,2026-04-18,
ACEH JAYA,2026-04-18,
ACEH UTARA,2026-04-18,
BIREUEN,2026-04-18,
GAYO LUES,2026-04-18,
ACEH BARAT DAYA,2026-04-18,
ACEH BESAR,2026-04-18,
ACEH BARAT,2026-04-18,
PIDIE,2026-04-18,
ACEH TENGGARA,2026-04-18,
ACEH SELATAN,2026-04-18,0.8113542282672975
ACEH TENGAH,2026-04-18,
ACEH TIMUR,2026-04-18,
ACEH SINGKIL,2026-04-18,
SIMEULUE,2026-04-18,
PIDIE JAYA,2026-04-18,0.9333333333333333
LANGSA,2026-04-18,
SABANG,2026-04-18,
SUBULUSSALAM,2026-04-18,
LHOKSEUMAWE,2026-04-18,0.40755908198959134
BANDA ACEH,2026-04-18,
NAGAN RAYA,2026-04-18,
ACEH TAMIANG,2026-04-18,
BENER MERIAH,2026-04-18,
ACEH JAYA,2026-04-18,
ACEH UTARA,2026-04-18,0.5660240888078241
BIREUEN,2026-04-18,0.6249903729147733
GAYO LUES,2026-04-18,
ACEH BARAT DAYA,2026-04-18,
ACEH BESAR,2026-04-18,
ACEH BARAT,2026-04-18,
PIDIE,2026-04-18,
ACEH TENGGARA,2026-04-18,
ACEH SELATAN,2026-04-18,
ACEH TENGAH,2026-04-18,
ACEH TIMUR,2026-04-18,
ACEH SINGKIL,2026-04-18,
SIMEULUE,2026-04-18,
PIDIE JAYA,2026-04-18,
LANGSA,2026-04-18,
SABANG,2026-04-18,
SUBULUSSALAM,2026-04-18,
LHOKSEUMAWE,2026-04-18,
BANDA ACEH,2026-04-18,
NAGAN RAYA,2026-04-18,
ACEH TAMIANG,2026-04-18,
BENER MERIAH,2026-04-18,
ACEH JAYA,2026-04-18,
ACEH UTARA,2026-04-18,
BIREUEN,2026-04-18,
GAYO LUES,2026-04-18,
ACEH BARAT DAYA,2026-04-18,
ACEH BESAR,2026-04-18,
ACEH BARAT,2026-04-18,
PIDIE,2026-04-18,
ACEH TENGGARA,2026-04-18,
ACEH SELATAN,2026-04-18,
ACEH TENGAH,2026-04-18,
ACEH TIMUR,2026-04-18,
ACEH SINGKIL,2026-04-18,0.8707551951343132
SIMEULUE,2026-04-18,
PIDIE JAYA,2026-04-18,
LANGSA,2026-04-18,
SABANG,2026-04-18,
SUBULUSSALAM,2026-04-18,
LHOKSEUMAWE,2026-04-18,
BANDA ACEH,2026-04-18,
NAGAN RAYA,2026-04-18,
ACEH TAMIANG,2026-04-18,
BENER MERIAH,2026-04-18,
ACEH JAYA,2026-04-18,
ACEH UTARA,2026-04-18,
BIREUEN,2026-04-18,
GAYO LUES,2026-04-18,
ACEH BARAT DAYA,2026-04-18,
ACEH BESAR,2026-04-18,
ACEH BARAT,2026-04-18,
PIDIE,2026-04-18,
ACEH TENGGARA,2026-04-18,
ACEH SELATAN,2026-04-18,0.8896103896103896
ACEH TENGAH,2026-04-18,
ACEH TIMUR,2026-04-18,
ACEH SINGKIL,2026-04-18,
SIMEULUE,2026-04-18,
PIDIE JAYA,2026-04-18,
LANGSA,2026-04-18,
SABANG,2026-04-18,
SUBULUSSALAM,2026-04-18,
LHOKSEUMAWE,2026-04-18,
BANDA ACEH,2026-04-18,
NAGAN RAYA,2026-04-18,
ACEH TAMIANG,2026-04-18,
BENER MERIAH,2026-04-18,
ACEH JAYA,2026-04-18,
ACEH UTARA,2026-04-18,0.7362136451469057
BIREUEN,2026-04-18,
GAYO LUES,2026-04-18,
ACEH BARAT DAYA,2026-04-18,
ACEH BESAR,2026-04-18,
ACEH BARAT,2026-04-18,
PIDIE,2026-04-18,
ACEH TENGGARA,2026-04-18,
ACEH SELATAN,2026-04-18,
ACEH TENGAH,2026-04-18,
ACEH TIMUR,2026-04-18,0.8298442471947746
ACEH SINGKIL,2026-04-18,
SIMEULUE,2026-04-18,
PIDIE JAYA,2026-04-18,
LANGSA,2026-04-18,
SABANG,2026-04-18,
SUBULUSSALAM,2026-04-18,
LHOKSEUMAWE,2026-04-18,
BANDA ACEH,2026-04-18,
NAGAN RAYA,2026-04-18,
ACEH TAMIANG,2026-04-18,
BENER MERIAH,2026-04-18,
ACEH JAYA,2026-04-18,1.0
ACEH UTARA,2026-04-18,
BIREUEN,2026-04-18,
GAYO LUES,2026-04-18,
ACEH BARAT DAYA,2026-04-18,
ACEH BESAR,2026-04-18,0.8814160320874265
ACEH BARAT,2026-04-18,
PIDIE,2026-04-18,
ACEH TENGGARA,2026-04-18,
ACEH SELATAN,2026-04-18,
ACEH TENGAH,2026-04-18,
ACEH TIMUR,2026-04-18,
ACEH SINGKIL,2026-04-18,
SIMEULUE,2026-04-18,
PIDIE JAYA,2026-04-18,
LANGSA,2026-04-18,
SABANG,2026-04-18,0.7520877070212271
SUBULUSSALAM,2026-04-18,
LHOKSEUMAWE,2026-04-18,
BANDA ACEH,2026-04-18,0.7712821623182129
NAGAN RAYA,2026-04-18,
ACEH TAMIANG,2026-04-18,
BENER MERIAH,2026-04-18,
ACEH JAYA,2026-04-18,
ACEH UTARA,2026-04-18,
BIREUEN,2026-04-18,
GAYO LUES,2026-04-18,
ACEH BARAT DAYA,2026-04-18,
ACEH BESAR,2026-04-18,0.6651720139157326
ACEH BARAT,2026-04-18,
PIDIE,2026-04-18,
ACEH TENGGARA,2026-04-18,
ACEH SELATAN,2026-04-18,
ACEH TENGAH,2026-04-18,
ACEH TIMUR,2026-04-18,
ACEH SINGKIL,2026-04-18,
SIMEULUE,2026-04-18,
PIDIE JAYA,2026-04-23,
LANGSA,2026-04-23,
SABANG,2026-04-23,0.8158593231585933
SUBULUSSALAM,2026-04-23,
LHOKSEUMAWE,2026-04-23,
BANDA ACEH,2026-04-23,0.88891804425785
NAGAN RAYA,2026-04-23,
ACEH TAMIANG,2026-04-23,
BENER MERIAH,2026-04-23,
ACEH JAYA,2026-04-23,
ACEH UTARA,2026-04-23,
BIREUEN,2026-04-23,
GAYO LUES,2026-04-23,
ACEH BARAT DAYA,2026-04-23,
ACEH BESAR,2026-04-23,0.7692468473489863
ACEH BARAT,2026-04-23,
PIDIE,2026-04-23,
ACEH TENGGARA,2026-04-23,
ACEH SELATAN,2026-04-23,
ACEH TENGAH,2026-04-23,
ACEH TIMUR,2026-04-23,
ACEH SINGKIL,2026-04-23,
SIMEULUE,2026-04-23,
PIDIE JAYA,2026-04-23,
LANGSA,2026-04-23,
SABANG,2026-04-23,
SUBULUSSALAM,2026-04-23,
LHOKSEUMAWE,2026-04-23,
BANDA ACEH,2026-04-23,
NAGAN RAYA,2026-04-23,
ACEH TAMIANG,2026-04-23,
BENER MERIAH,2026-04-23,
ACEH JAYA,2026-04-23,
ACEH UTARA,2026-04-23,
BIREUEN,2026-04-23,
GAYO LUES,2026-04-23,
ACEH BARAT DAYA,2026-04-23,
ACEH BESAR,2026-04-23,
ACEH BARAT,2026-04-23,
PIDIE,2026-04-23,0.9151359294636296
ACEH TENGGARA,2026-04-23,
ACEH SELATAN,2026-04-23,
ACEH TENGAH,2026-04-23,
ACEH TIMUR,2026-04-23,
ACEH SINGKIL,2026-04-23,
SIMEULUE,2026-04-23,
PIDIE JAYA,2026-04-23,0.6666666666666666
LANGSA,2026-04-23,
SABANG,2026-04-23,
SUBULUSSALAM,2026-04-23,
LHOKSEUMAWE,2026-04-23,0.4572862735193838
BANDA ACEH,2026-04-23,
NAGAN RAYA,2026-04-23,
ACEH TAMIANG,2026-04-23,
BENER MERIAH,2026-04-23,
ACEH JAYA,2026-04-23,
ACEH UTARA,2026-04-23,0.6266682449027906
BIREUEN,2026-04-23,0.44722046795335874
GAYO LUES,2026-04-23,
ACEH BARAT DAYA,2026-04-23,
ACEH BESAR,2026-04-23,
ACEH BARAT,2026-04-23,
PIDIE,2026-04-23,
ACEH TENGGARA,2026-04-23,
ACEH SELATAN,2026-04-23,
ACEH TENGAH,2026-04-23,
ACEH TIMUR,2026-04-23,
ACEH SINGKIL,2026-04-23,
SIMEULUE,2026-04-23,
PIDIE JAYA,2026-04-23,
LANGSA,2026-04-23,
SABANG,2026-04-23,
SUBULUSSALAM,2026-04-23,
LHOKSEUMAWE,2026-04-23,
BANDA ACEH,2026-04-23,
NAGAN RAYA,2026-04-23,
ACEH TAMIANG,2026-04-23,
BENER MERIAH,2026-04-23,
ACEH JAYA,2026-04-23,
ACEH UTARA,2026-04-23,0.7052470524705245
BIREUEN,2026-04-23,
GAYO LUES,2026-04-23,
ACEH BARAT DAYA,2026-04-23,
ACEH BESAR,2026-04-23,
ACEH BARAT,2026-04-23,
PIDIE,2026-04-23,
ACEH TENGGARA,2026-04-23,
ACEH SELATAN,2026-04-23,
ACEH TENGAH,2026-04-23,
ACEH TIMUR,2026-04-23,0.7845191820179144
ACEH SINGKIL,2026-04-23,
SIMEULUE,2026-04-23,
PIDIE JAYA,2026-04-25,
LANGSA,2026-04-25,
SABANG,2026-04-25,
SUBULUSSALAM,2026-04-25,
LHOKSEUMAWE,2026-04-25,
BANDA ACEH,2026-04-25,
NAGAN RAYA,2026-04-25,
ACEH TAMIANG,2026-04-25,
BENER MERIAH,2026-04-25,
ACEH JAYA,2026-04-25,
ACEH UTARA,2026-04-25,
BIREUEN,2026-04-25,
GAYO LUES,2026-04-25,
ACEH BARAT DAYA,2026-04-25,
ACEH BESAR,2026-04-25,
ACEH BARAT,2026-04-25,
PIDIE,2026-04-25,
ACEH TENGGARA,2026-04-25,
ACEH SELATAN,2026-04-25,
ACEH TENGAH,2026-04-25,
ACEH TIMUR,2026-04-25,
ACEH SINGKIL,2026-04-25,0.8556876061120543
SIMEULUE,2026-04-25,
PIDIE JAYA,2026-04-25,
LANGSA,2026-04-25,
SABANG,2026-04-25,
SUBULUSSALAM,2026-04-25,
LHOKSEUMAWE,2026-04-25,
BANDA ACEH,2026-04-25,
NAGAN RAYA,2026-04-25,
ACEH TAMIANG,2026-04-25,
BENER MERIAH,2026-04-25,
ACEH JAYA,2026-04-25,
ACEH UTARA,2026-04-25,
BIREUEN,2026-04-25,
GAYO LUES,2026-04-25,
ACEH BARAT DAYA,2026-04-25,
ACEH BESAR,2026-04-25,
ACEH BARAT,2026-04-25,
PIDIE,2026-04-25,
ACEH TENGGARA,2026-04-25,
ACEH SELATAN,2026-04-25,
ACEH TENGAH,2026-04-25,
ACEH TIMUR,2026-04-25,
ACEH SINGKIL,2026-04-25,
SIMEULUE,2026-04-25,
PIDIE JAYA,2026-04-25,
LANGSA,2026-04-25,
SABANG,2026-04-25,
SUBULUSSALAM,2026-04-25,0.9743924482827877
LHOKSEUMAWE,2026-04-25,
BANDA ACEH,2026-04-25,
NAGAN RAYA,2026-04-25,
ACEH TAMIANG,2026-04-25,
BENER MERIAH,2026-04-25,
ACEH JAYA,2026-04-25,
ACEH UTARA,2026-04-25,
BIREUEN,2026-04-25,
GAYO LUES,2026-04-25,
ACEH BARAT DAYA,2026-04-25,
ACEH BESAR,2026-04-25,
ACEH BARAT,2026-04-25,
PIDIE,2026-04-25,
ACEH TENGGARA,2026-04-25,
ACEH SELATAN,2026-04-25,
ACEH TENGAH,2026-04-25,
ACEH TIMUR,2026-04-25,
ACEH SINGKIL,2026-04-25,0.8049533169533171
SIMEULUE,2026-04-25,
PIDIE JAYA,2026-04-25,
LANGSA,2026-04-25,
SABANG,2026-04-25,
SUBULUSSALAM,2026-04-25,1.0
LHOKSEUMAWE,2026-04-25,
BANDA ACEH,2026-04-25,
NAGAN RAYA,2026-04-25,
ACEH TAMIANG,2026-04-25,
BENER MERIAH,2026-04-25,
ACEH JAYA,2026-04-25,
ACEH UTARA,2026-04-25,
BIREUEN,2026-04-25,
GAYO LUES,2026-04-25,
ACEH BARAT DAYA,2026-04-25,
ACEH BESAR,2026-04-25,
ACEH BARAT,2026-04-25,
PIDIE,2026-04-25,
ACEH TENGGARA,2026-04-25,0.7953810170725899
ACEH SELATAN,2026-04-25,0.7964755522462149
ACEH TENGAH,2026-04-25,
ACEH TIMUR,2026-04-25,
ACEH SINGKIL,2026-04-25,
SIMEULUE,2026-04-25,
PIDIE JAYA,2026-04-26,
LANGSA,2026-04-26,
SABANG,2026-04-26,0.8722104282089783
SUBULUSSALAM,2026-04-26,
LHOKSEUMAWE,2026-04-26,
BANDA ACEH,2026-04-26,0.840689427069935
NAGAN RAYA,2026-04-26,
ACEH TAMIANG,2026-04-26,
BENER MERIAH,2026-04-26,
ACEH JAYA,2026-04-26,
ACEH UTARA,2026-04-26,
BIREUEN,2026-04-26,
GAYO LUES,2026-04-26,
ACEH BARAT DAYA,2026-04-26,
ACEH BESAR,2026-04-26,0.6646506143253833
ACEH BARAT,2026-04-26,
PIDIE,2026-04-26,
ACEH TENGGARA,2026-04-26,
ACEH SELATAN,2026-04-26,
ACEH TENGAH,2026-04-26,
ACEH TIMUR,2026-04-26,
ACEH SINGKIL,2026-04-26,
SIMEULUE,2026-04-26,
PIDIE JAYA,2026-04-30,
LANGSA,2026-04-30,
SABANG,2026-04-30,
SUBULUSSALAM,2026-04-30,0.9474389364114192
LHOKSEUMAWE,2026-04-30,
BANDA ACEH,2026-04-30,
NAGAN RAYA,2026-04-30,
ACEH TAMIANG,2026-04-30,
BENER MERIAH,2026-04-30,
ACEH JAYA,2026-04-30,
ACEH UTARA,2026-04-30,
BIREUEN,2026-04-30,
GAYO LUES,2026-04-30,
ACEH BARAT DAYA,2026-04-30,
ACEH BESAR,2026-04-30,
ACEH BARAT,2026-04-30,
PIDIE,2026-04-30,
ACEH TENGGARA,2026-04-30,
ACEH SELATAN,2026-04-30,
ACEH TENGAH,2026-04-30,
ACEH TIMUR,2026-04-30,
ACEH SINGKIL,2026-04-30,0.8221001527135139
SIMEULUE,2026-04-30,
PIDIE JAYA,2026-04-30,
LANGSA,2026-04-30,
SABANG,2026-04-30,
SUBULUSSALAM,2026-04-30,1.0
LHOKSEUMAWE,2026-04-30,
BANDA ACEH,2026-04-30,
NAGAN RAYA,2026-04-30,
ACEH TAMIANG,2026-04-30,
BENER MERIAH,2026-04-30,
ACEH JAYA,2026-04-30,
ACEH UTARA,2026-04-30,
BIREUEN,2026-04-30,
GAYO LUES,2026-04-30,
ACEH BARAT DAYA,2026-04-30,
ACEH BESAR,2026-04-30,
ACEH BARAT,2026-04-30,
PIDIE,2026-04-30,
ACEH TENGGARA,2026-04-30,0.8571428571428571
ACEH SELATAN,2026-04-30,0.7382198952879581
ACEH TENGAH,2026-04-30,
ACEH TIMUR,2026-04-30,
ACEH SINGKIL,2026-04-30,
SIMEULUE,2026-04-30,
PIDIE JAYA,2026-05-03,
LANGSA,2026-05-03,
SABANG,2026-05-03,
SUBULUSSALAM,2026-05-03,
LHOKSEUMAWE,2026-05-03,
BANDA ACEH,2026-05-03,
NAGAN RAYA,2026-05-03,
ACEH TAMIANG,2026-05-03,
BENER MERIAH,2026-05-03,
ACEH JAYA,2026-05-03,
ACEH UTARA,2026-05-03,
BIREUEN,2026-05-03,
GAYO LUES,2026-05-03,
ACEH BARAT DAYA,2026-05-03,
ACEH BESAR,2026-05-03,
ACEH BARAT,2026-05-03,
PIDIE,2026-05-03,
ACEH TENGGARA,2026-05-03,
ACEH SELATAN,2026-05-03,
ACEH TENGAH,2026-05-03,
ACEH TIMUR,2026-05-03,
ACEH SINGKIL,2026-05-03,1.0
SIMEULUE,2026-05-03,0.7294842254519673
PIDIE JAYA,2026-05-03,
LANGSA,2026-05-03,
SABANG,2026-05-03,
SUBULUSSALAM,2026-05-03,
LHOKSEUMAWE,2026-05-03,
BANDA ACEH,2026-05-03,
NAGAN RAYA,2026-05-03,
ACEH TAMIANG,2026-05-03,
BENER MERIAH,2026-05-03,
ACEH JAYA,2026-05-03,
ACEH UTARA,2026-05-03,
BIREUEN,2026-05-03,
GAYO LUES,2026-05-03,
ACEH BARAT DAYA,2026-05-03,
ACEH BESAR,2026-05-03,
ACEH BARAT,2026-05-03,
PIDIE,2026-05-03,
ACEH TENGGARA,2026-05-03,
ACEH SELATAN,2026-05-03,0.7870634166930464
ACEH TENGAH,2026-05-03,
ACEH TIMUR,2026-05-03,
ACEH SINGKIL,2026-05-03,
SIMEULUE,2026-05-03,
PIDIE JAYA,2026-05-03,
LANGSA,2026-05-03,
SABANG,2026-05-03,
SUBULUSSALAM,2026-05-03,
LHOKSEUMAWE,2026-05-03,
BANDA ACEH,2026-05-03,
NAGAN RAYA,2026-05-03,
ACEH TAMIANG,2026-05-03,
BENER MERIAH,2026-05-03,
ACEH JAYA,2026-05-03,
ACEH UTARA,2026-05-03,
BIREUEN,2026-05-03,
GAYO LUES,2026-05-03,
ACEH BARAT DAYA,2026-05-03,
ACEH BESAR,2026-05-03,
ACEH BARAT,2026-05-03,
PIDIE,2026-05-03,
ACEH TENGGARA,2026-05-03,
ACEH SELATAN,2026-05-03,
ACEH TENGAH,2026-05-03,
ACEH TIMUR,2026-05-03,
ACEH SINGKIL,2026-05-03,0.7710951526032315
SIMEULUE,2026-05-03,
PIDIE JAYA,2026-05-03,
LANGSA,2026-05-03,
SABANG,2026-05-03,
SUBULUSSALAM,2026-05-03,
LHOKSEUMAWE,2026-05-03,
BANDA ACEH,2026-05-03,
NAGAN RAYA,2026-05-03,
ACEH TAMIANG,2026-05-03,
BENER MERIAH,2026-05-03,
ACEH JAYA,2026-05-03,
ACEH UTARA,2026-05-03,
BIREUEN,2026-05-03,
GAYO LUES,2026-05-03,
ACEH BARAT DAYA,2026-05-03,
ACEH BESAR,2026-05-03,
ACEH BARAT,2026-05-03,
PIDIE,2026-05-03,
ACEH TENGGARA,2026-05-03,
ACEH SELATAN,2026-05-03,0.8025908340214699
ACEH TENGAH,2026-05-03,
ACEH TIMUR,2026-05-03,
ACEH SINGKIL,2026-05-03,
SIMEULUE,2026-05-03,
PIDIE JAYA,2026-05-05,
LANGSA,2026-05-05,
SABANG,2026-05-05,
SUBULUSSALAM,2026-05-05,
LHOKSEUMAWE,2026-05-05,
BANDA ACEH,2026-05-05,
NAGAN RAYA,2026-05-05,
ACEH TAMIANG,2026-05-05,
BENER MERIAH,2026-05-05,
ACEH JAYA,2026-05-05,
ACEH UTARA,2026-05-05,
BIREUEN,2026-05-05,
GAYO LUES,2026-05-05,
ACEH BARAT DAYA,2026-05-05,
ACEH BESAR,2026-05-05,
ACEH BARAT,2026-05-05,
PIDIE,2026-05-05,
ACEH TENGGARA,2026-05-05,
ACEH SELATAN,2026-05-05,
ACEH TENGAH,2026-05-05,
ACEH TIMUR,2026-05-05,
ACEH SINGKIL,2026-05-05,
SIMEULUE,2026-05-05,
PIDIE JAYA,2026-05-05,
LANGSA,2026-05-05,
SABANG,2026-05-05,
SUBULUSSALAM,2026-05-05,
LHOKSEUMAWE,2026-05-05,
BANDA ACEH,2026-05-05,
NAGAN RAYA,2026-05-05,
ACEH TAMIANG,2026-05-05,
BENER MERIAH,2026-05-05,
ACEH JAYA,2026-05-05,
ACEH UTARA,2026-05-05,
BIREUEN,2026-05-05,
GAYO LUES,2026-05-05,
ACEH BARAT DAYA,2026-05-05,
ACEH BESAR,2026-05-05,
ACEH BARAT,2026-05-05,
PIDIE,2026-05-05,
ACEH TENGGARA,2026-05-05,0.8357165866024284
ACEH SELATAN,2026-05-05,0.8417721518987342
ACEH TENGAH,2026-05-05,
ACEH TIMUR,2026-05-05,
ACEH SINGKIL,2026-05-05,
SIMEULUE,2026-05-05,
PIDIE JAYA,2026-05-05,
LANGSA,2026-05-05,
SABANG,2026-05-05,
SUBULUSSALAM,2026-05-05,
LHOKSEUMAWE,2026-05-05,
BANDA ACEH,2026-05-05,
NAGAN RAYA,2026-05-05,
ACEH TAMIANG,2026-05-05,
BENER MERIAH,2026-05-05,
ACEH JAYA,2026-05-05,
ACEH UTARA,2026-05-05,
BIREUEN,2026-05-05,
GAYO LUES,2026-05-05,
ACEH BARAT DAYA,2026-05-05,
ACEH BESAR,2026-05-05,
ACEH BARAT,2026-05-05,
PIDIE,2026-05-05,
ACEH TENGGARA,2026-05-05,
ACEH SELATAN,2026-05-05,0.8024308750181589
ACEH TENGAH,2026-05-05,
ACEH TIMUR,2026-05-05,
ACEH SINGKIL,2026-05-05,
SIMEULUE,2026-05-05,
PIDIE JAYA,2026-05-22,
LANGSA,2026-05-22,
SABANG,2026-05-22,
SUBULUSSALAM,2026-05-22,
LHOKSEUMAWE,2026-05-22,
BANDA ACEH,2026-05-22,
NAGAN RAYA,2026-05-22,
ACEH TAMIANG,2026-05-22,
BENER MERIAH,2026-05-22,
ACEH JAYA,2026-05-22,
ACEH UTARA,2026-05-22,
BIREUEN,2026-05-22,
GAYO LUES,2026-05-22,
ACEH BARAT DAYA,2026-05-22,
ACEH BESAR,2026-05-22,
ACEH BARAT,2026-05-22,
PIDIE,2026-05-22,
ACEH TENGGARA,2026-05-22,
ACEH SELATAN,2026-05-22,
ACEH TENGAH,2026-05-22,
ACEH TIMUR,2026-05-22,
ACEH SINGKIL,2026-05-22,1.0
SIMEULUE,2026-05-22,
PIDIE JAYA,2026-05-22,
LANGSA,2026-05-22,
SABANG,2026-05-22,
SUBULUSSALAM,2026-05-22,0.9553493258623709
LHOKSEUMAWE,2026-05-22,
BANDA ACEH,2026-05-22,
NAGAN RAYA,2026-05-22,
ACEH TAMIANG,2026-05-22,
BENER MERIAH,2026-05-22,
ACEH JAYA,2026-05-22,
ACEH UTARA,2026-05-22,
BIREUEN,2026-05-22,
GAYO LUES,2026-05-22,
ACEH BARAT DAYA,2026-05-22,
ACEH BESAR,2026-05-22,
ACEH BARAT,2026-05-22,
PIDIE,2026-05-22,
ACEH TENGGARA,2026-05-22,0.7786723890258394
ACEH SELATAN,2026-05-22,0.8729001584786055
ACEH TENGAH,2026-05-22,
ACEH TIMUR,2026-05-22,
ACEH SINGKIL,2026-05-22,
SIMEULUE,2026-05-22,
PIDIE JAYA,2026-05-22,
LANGSA,2026-05-22,
SABANG,2026-05-22,
SUBULUSSALAM,2026-05-22,
LHOKSEUMAWE,2026-05-22,
BANDA ACEH,2026-05-22,
NAGAN RAYA,2026-05-22,
ACEH TAMIANG,2026-05-22,0.7328732910291751
BENER MERIAH,2026-05-22,
ACEH JAYA,2026-05-22,
ACEH UTARA,2026-05-22,
BIREUEN,2026-05-22,
GAYO LUES,2026-05-22,
ACEH BARAT DAYA,2026-05-22,
ACEH BESAR,2026-05-22,
ACEH BARAT,2026-05-22,
PIDIE,2026-05-22,
ACEH TENGGARA,2026-05-22,
ACEH SELATAN,2026-05-22,
ACEH TENGAH,2026-05-22,
ACEH TIMUR,2026-05-22,
ACEH SINGKIL,2026-05-22,
SIMEULUE,2026-05-22,
PIDIE JAYA,2026-05-22,
LANGSA,2026-05-22,
SABANG,2026-05-22,
SUBULUSSALAM,2026-05-22,0.9553493258623709
LHOKSEUMAWE,2026-05-22,
BANDA ACEH,2026-05-22,
NAGAN RAYA,2026-05-22,
ACEH TAMIANG,2026-05-22,
BENER MERIAH,2026-05-22,
ACEH JAYA,2026-05-22,
ACEH UTARA,2026-05-22,
BIREUEN,2026-05-22,
GAYO LUES,2026-05-22,
ACEH BARAT DAYA,2026-05-22,
ACEH BESAR,2026-05-22,
ACEH BARAT,2026-05-22,
PIDIE,2026-05-22,
ACEH TENGGARA,2026-05-22,
ACEH SELATAN,2026-05-22,
ACEH TENGAH,2026-05-22,
ACEH TIMUR,2026-05-22,
ACEH SINGKIL,2026-05-22,
SIMEULUE,2026-05-22,
PIDIE JAYA,2026-05-23,
LANGSA,2026-05-23,
SABANG,2026-05-23,
SUBULUSSALAM,2026-05-23,
LHOKSEUMAWE,2026-05-23,
BANDA ACEH,2026-05-23,
NAGAN RAYA,2026-05-23,
ACEH TAMIANG,2026-05-23,
BENER MERIAH,2026-05-23,
ACEH JAYA,2026-05-23,
ACEH UTARA,2026-05-23,
BIREUEN,2026-05-23,
GAYO LUES,2026-05-23,
ACEH BARAT DAYA,2026-05-23,
ACEH BESAR,2026-05-23,
ACEH BARAT,2026-05-23,
PIDIE,2026-05-23,
ACEH TENGGARA,2026-05-23,
ACEH SELATAN,2026-05-23,
ACEH TENGAH,2026-05-23,
ACEH TIMUR,2026-05-23,
ACEH SINGKIL,2026-05-23,
SIMEULUE,2026-05-23,0.8650820097004704
PIDIE JAYA,2026-05-23,
LANGSA,2026-05-23,
SABANG,2026-05-23,
SUBULUSSALAM,2026-05-23,
LHOKSEUMAWE,2026-05-23,
BANDA ACEH,2026-05-23,
NAGAN RAYA,2026-05-23,
ACEH TAMIANG,2026-05-23,
BENER MERIAH,2026-05-23,
ACEH JAYA,2026-05-23,
ACEH UTARA,2026-05-23,
BIREUEN,2026-05-23,
GAYO LUES,2026-05-23,
ACEH BARAT DAYA,2026-05-23,
ACEH BESAR,2026-05-23,
ACEH BARAT,2026-05-23,
PIDIE,2026-05-23,
ACEH TENGGARA,2026-05-23,
ACEH SELATAN,2026-05-23,
ACEH TENGAH,2026-05-23,
ACEH TIMUR,2026-05-23,
ACEH SINGKIL,2026-05-23,1.0
SIMEULUE,2026-05-23,0.8959125938932786
PIDIE JAYA,2026-05-23,
LANGSA,2026-05-23,
SABANG,2026-05-23,
SUBULUSSALAM,2026-05-23,
LHOKSEUMAWE,2026-05-23,
BANDA ACEH,2026-05-23,
NAGAN RAYA,2026-05-23,
ACEH TAMIANG,2026-05-23,
BENER MERIAH,2026-05-23,
ACEH JAYA,2026-05-23,
ACEH UTARA,2026-05-23,
BIREUEN,2026-05-23,
GAYO LUES,2026-05-23,
ACEH BARAT DAYA,2026-05-23,
ACEH BESAR,2026-05-23,
ACEH BARAT,2026-05-23,
PIDIE,2026-05-23,
ACEH TENGGARA,2026-05-23,
ACEH SELATAN,2026-05-23,0.7819368748877044
ACEH TENGAH,2026-05-23,
ACEH TIMUR,2026-05-23,
ACEH SINGKIL,2026-05-23,
SIMEULUE,2026-05-23,
PIDIE JAYA,2026-05-23,
LANGSA,2026-05-23,
SABANG,2026-05-23,
SUBULUSSALAM,2026-05-23,
LHOKSEUMAWE,2026-05-23,
BANDA ACEH,2026-05-23,
NAGAN RAYA,2026-05-23,
ACEH TAMIANG,2026-05-23,
BENER MERIAH,2026-05-23,
ACEH JAYA,2026-05-23,
ACEH UTARA,2026-05-23,
BIREUEN,2026-05-23,
GAYO LUES,2026-05-23,
ACEH BARAT DAYA,2026-05-23,
ACEH BESAR,2026-05-23,
ACEH BARAT,2026-05-23,
PIDIE,2026-05-23,
ACEH TENGGARA,2026-05-23,
ACEH SELATAN,2026-05-23,0.7792207792207793
ACEH TENGAH,2026-05-23,
ACEH TIMUR,2026-05-23,
ACEH SINGKIL,2026-05-23,
SIMEULUE,2026-05-23,
PIDIE JAYA,2026-05-23,
LANGSA,2026-05-23,
SABANG,2026-05-23,
SUBULUSSALAM,2026-05-23,
LHOKSEUMAWE,2026-05-23,
BANDA ACEH,2026-05-23,
NAGAN RAYA,2026-05-23,
